,Unnamed: 0,orientations,times,spikes
0,0,18,503.748688073,"[ 503.249503  503.250912  503.252762  503.255297  503.257208  503.258747
  503.259743  503.261241  503.263132  503.264792  503.271028  503.276701
  503.277868  503.278944  503.280795  503.284597  503.285703  503.287675
  503.288771  503.291768  503.294534  503.297542  503.298739  503.301133
  503.302802  503.304633  503.31971   503.32147   503.322667  503.326771
  503.329668  503.332575  503.334506  503.336608  503.337765  503.339595
  503.341235  503.344665  503.345972  503.347169  503.349704  503.351374
  503.352732  503.354371  503.358364  503.360607  503.362267  503.363534
  503.365435  503.366733  503.367839  503.368704  503.372134  503.373301
  503.375272  503.378994  503.380261  503.383238  503.385139  503.386226
  503.389364  503.390511  503.392542  503.39554   503.396908  503.398507
  503.401605  503.404341  503.406443  503.409933  503.413101  503.415998
  503.418473  503.419639  503.421842  503.423773  503.426368  503.428511
  503.429677  503.431377  503.433309  503.43537   503.43701   503.438971
  503.4405    503.441566  503.442995  503.444705  503.446797  503.448668
  503.450639  503.452671  503.459872  503.462105  503.463674  503.464972
  503.467929  503.469196  503.471671  503.474437  503.475976  503.478339
  503.482836  503.484636  503.485843  503.486899  503.487965  503.489997
  503.492673  503.494694  503.495962  503.497933  503.499241  503.50091
  503.503666  503.507237  503.508635  503.510898  503.512709  503.516008
  503.517345  503.520071  503.524799  503.525865  503.526941  503.528379
  503.530542  503.533529  503.536436  503.541576  503.542702  503.544664
  503.546062  503.547903  503.549029  503.550669  503.553163  503.555034
  503.557408  503.562437  503.564137  503.565243  503.567335  503.568773
  503.570835  503.577041  503.579335  503.581004  503.582443  503.584736
  503.587271  503.589262  503.592974  503.594311  503.598868  503.599964
  503.60264   503.604601  503.608403  503.610576  503.612799  503.617496
  503.619598  503.621972  503.623571  503.626307  503.628037  503.629837
  503.631708  503.633106  503.635902  503.637904  503.639544  503.642742
  503.645307  503.649139  503.655375  503.657266  503.660032  503.661601
  503.662969  503.666439  503.672233  503.675079  503.682704  503.68374
  503.686365  503.691434  503.693969  503.69931   503.701633  503.704208
  503.708735  503.710344  503.712275  503.715101  503.717344  503.719004
  503.720372  503.722233  503.724405  503.72686   503.727936  503.729103
  503.730702  503.734403  503.736375  503.739976  503.743778  503.745608
  503.748072  503.750527  503.755073  503.756803  503.761209  503.7632
  503.766067  503.775109  503.778579  503.781365  503.786002  503.789674
  503.791796  503.796101  503.800436  503.802065  503.803966  503.805777
  503.807004  503.809106  503.810977  503.812928  503.815735  503.817394
  503.822675  503.824103  503.82523   503.827533  503.829263  503.837863
  503.844743  503.850003  503.851411  503.853574  503.856903  503.864065
  503.867826  503.870804  503.873167  503.875199  503.87707   503.879001
  503.882994  503.885036  503.888838  503.900697  503.902568  503.903905
  503.907365  503.909035  503.910202  503.915241  503.916569  503.917806
  503.919546  503.922413  503.923871  503.925511  503.927231  503.929232
  503.932411  503.93411   503.936736  503.938144  503.939532  503.940568
  503.944732  503.949238  503.950304  503.951381  503.954368  503.959065
  503.964094  503.966367  503.968631  503.971869  503.978437  503.981364
  503.98573   503.986866  503.987902  503.989612  503.991131  503.99271
  504.001501  504.00308   504.004639  504.006067  504.008069  504.009769
  504.010805  504.011871  504.013601  504.016277  504.017604  504.020974
  504.022633  504.024102  504.027502  504.028769  504.032229  504.035327
  504.038002  504.039803  504.041372  504.042478  504.044902  504.046673
  504.04967   504.05133   504.052537  504.053573  504.055112  504.056399
  504.058572  504.062404  504.063832  504.065703  504.069535  504.070943
  504.071999  504.074162  504.075641  504.076928  504.078034  504.079935
  504.082581  504.0841    504.085468  504.086634  504.088203  504.089229
  504.090376  504.091472  504.093434  504.09453   504.099076  504.102838
  504.105142  504.107073  504.108431  504.11173   504.112776  504.114264
  504.115431  504.117966  504.119173  504.122663  504.127572  504.128728
  504.13074   504.135668  504.138233  504.140869  504.14286   504.144107
  504.147205  504.150072  504.152295  504.154206  504.155242  504.157012
  504.158471  504.159838  504.161398  504.164807  504.16697   504.170269
  504.171707  504.17397   504.176133  504.178637  504.180076  504.183667
  504.185869  504.18951   504.192236  504.193504  504.196239  504.198201
  504.199539  504.201228  504.203532  504.205533  504.206861  504.211699
  504.212765  504.213972  504.217835  504.219534  504.221033  504.224131
  504.226434  504.228174  504.232811  504.234934  504.237076  504.241894
  504.244197  504.247939]"
1,1,144,530.972582303,"[ 530.476141  530.478676  530.481331  530.48293   530.485777  530.487608
  530.489106  530.49143   530.492838  530.493904  530.495071  530.496107
  530.498139  530.499265  530.500905  530.502796  530.506769  530.508509
  530.51053   530.513065  530.514503  530.51566   530.521474  530.523244
  530.525537  530.526604  530.528605  530.530828  530.532407  530.53467
  530.537396  530.542606  530.545895  530.549426  530.550693  530.552504
  530.554203  530.557362  530.55874   530.56054   530.564533  530.565972
  530.568567  530.569804  530.571373  530.575507  530.576543  530.579741
  530.581401  530.582437  530.583795  530.586209  530.587436  530.589005
  530.598138  530.599667  530.605038  530.607271  530.610268  530.614241
  530.616605  530.618808  530.62091   530.62267   530.625607  530.627206
  530.629007  530.632628  530.633976  530.641369  530.642666  530.644738
  530.65017   530.660701  530.662441  530.663839  530.669099  530.671543
  530.673978  530.67607   530.678202  530.681833  530.686299  530.687335
  530.688441  530.689668  530.690936  530.692434  530.695442  530.696468
  530.698168  530.700139  530.701427  530.702805  530.706104  530.707663
  530.709071  530.711666  530.712772  530.714935  530.716574  530.718274
  530.719602  530.726673  530.7279    530.732034  530.734277  530.735735
  530.737204  530.738773  530.742464  530.749073  530.750571  530.75211
  530.754001  530.755429  530.757431  530.76071   530.765407  530.778644
  530.781511  530.783462  530.784729  530.787636  530.789678  530.797071
  530.799374  530.802764  530.805138  530.809734  530.81247   530.816071
  530.818233  530.824832  530.827407  530.828634  530.832898  530.834307
  530.835805  530.839768  530.841538  530.842605  530.844737  530.846437
  530.849706  530.852261  530.857561  530.86076   530.863606  530.864632
  530.866905  530.868595  530.869863  530.87458   530.876411  530.878362
  530.879539  530.880373  530.882496  530.884236  530.885674  530.897664
  530.899042  530.903065  530.907269  530.909261  530.911031  530.915869
  530.917338  530.919571  530.921733  530.923574  530.925173  530.926732
  530.932928  530.934034  530.937062  530.938933  530.940904  530.942966
  530.947241  530.950771  530.958235  530.960297  530.963938  530.967961
  530.974137  530.978804  530.979971  530.981198  530.982797  530.992212
  530.993006  530.996537  530.999232  531.001043  531.004402  531.006635
  531.008104  531.010145  531.011373  531.013636  531.01604   531.017166
  531.019037  531.020133  531.021371  531.024378  531.026138  531.027908
  531.029035  531.031379  531.03331   531.035643  531.03677   531.038198
  531.040703  531.04197   531.045007  531.04711   531.048769  531.051475
  531.052531  531.054633  531.056233  531.058063  531.058747  531.060507
  531.062368  531.06446   531.065768  531.068262  531.071169  531.072296
  531.074669  531.077305  531.078401  531.081831  531.083098  531.084637
  531.086277  531.089002  531.090501  531.091809  531.092845  531.098065
  531.100268  531.103939  531.105438  531.106705  531.10926   531.112006
  531.113394  531.114802  531.116512  531.118031  531.119067  531.120374
  531.122034  531.126862  531.129769  531.134074  531.136397  531.138409
  531.141406  531.143438  531.150529  531.153667  531.157077  531.158566
  531.159772  531.160869  531.163937  531.165596  531.168171  531.170434
  531.17147   531.173703  531.175604  531.176771  531.181197  531.18517
  531.186477  531.187865  531.190531  531.192301  531.201042  531.202912
  531.204099  531.205095  531.206503  531.213806  531.216461  531.219237
  531.220504  531.222114  531.225473  531.227203  531.228008  531.229004
  531.232001  531.233107  531.236346  531.24037   531.241164  531.243136
  531.244534  531.24567   531.249271  531.251434  531.255537  531.257569
  531.258706  531.260929  531.265002  531.266571  531.269669  531.274538
  531.28187   531.289373  531.292039  531.293638  531.294674  531.296404
  531.297893  531.299331  531.30091   531.302671  531.306     531.307931
  531.309198  531.311673  531.314499  531.321138  531.323763  531.325805
  531.327032  531.33017   531.334736  531.337372  531.338478  531.342863
  531.34394   531.346062  531.349944  531.352379  531.353394  531.366863
  531.372203  531.373944  531.376207  531.377997  531.379999  531.381196
  531.383006  531.385812  531.386939  531.392109  531.3941    531.404571
  531.406472  531.408564  531.410304  531.412406  531.414066  531.417868
  531.422274  531.423541  531.427433  531.429234  531.434062  531.436245
  531.440107  531.441867  531.443265  531.445408  531.447198  531.452036
  531.45613   531.457166  531.458664  531.461259  531.464669  531.468934
  531.471871]"
2,2,144,577.723022524,"[ 577.22454   577.227909  577.231872  577.23323   577.235     577.237032
  577.238068  577.241065  577.245773  577.247171  577.249142  577.253005
  577.254936  577.256807  577.258828  577.260136  577.265809  577.268504
  577.273001  577.274137  577.275304  577.27643   577.279508  577.281771
  577.283602  577.284799  577.286469  577.291266  577.295028  577.300269
  577.304302  577.305499  577.313666  577.319067  577.320627  577.323242
  577.324368  577.327506  577.33164   577.334608  577.337273  577.341075
  577.343569  577.346104  577.349474  577.351033  577.35237   577.354
  577.362268  577.364471  577.366673  577.368806  577.370767  577.372366
  577.373805  577.376772  577.377999  577.380705  577.381781  577.383833
  577.385704  577.3886    577.390139  577.391236  577.392634  577.396738
  577.398669  577.399795  577.40237   577.406906  577.408063  577.410598
  577.41276   577.414199  577.415506  577.41781   577.419168  577.421863
  577.42297   577.424046  577.425273  577.427536  577.429306  577.43001
  577.431771  577.432937  577.436739  577.438107  577.439898  577.442
  577.44541   577.44713   577.449202  577.4507    577.452078  577.454864
  577.456333  577.457902  577.45933   577.460406  577.463897  577.465496
  577.466572  577.472205  577.474066  577.475303  577.476671  577.478501
  577.479899  577.481479  577.483138  577.484174  577.487302  577.488399
  577.491265  577.493237  577.496566  577.498477  577.500972  577.503375
  577.505065  577.506906  577.508405  577.510668  577.513142  577.51454
  577.515828  577.51794   577.520465  577.522034  577.523663  577.526942
  577.528038  577.529638  577.532474  577.533862  577.535502  577.5387
  577.540078  577.541798  577.544464  577.546636  577.548437  577.550629
  577.552007  577.557781  577.560134  577.56117   577.562739  577.5646
  577.573633  577.57486   577.579104  577.582444  577.584063  577.58531
  577.587272  577.588469  577.589605  577.591738  577.594141  577.595308
  577.596596  577.597863  577.599211  577.600438  577.601836  577.603305
  577.606342  577.607569  577.608877  577.610144  577.611271  577.613101
  577.615606  577.617869  577.619166  577.622274  577.624296  577.625372
  577.629003  577.630804  577.632001  577.633137  577.635803  577.636929
  577.64044   577.642311  577.644171  577.646636  577.648567  577.653174
  577.6543    577.655608  577.656875  577.658474  577.659641  577.662608
  577.664167  577.66633   577.669267  577.670967  577.672938  577.674497
  577.676237  577.677696  577.678732  577.680462  577.682644  577.683972
  577.687271  577.69234   577.69407   577.695539  577.697269  577.698476
  577.699904  577.70097   577.702037  577.704602  577.705969  577.707639
  577.710465  577.712135  577.713403  577.714539  577.71641   577.721902
  577.723139  577.727876  577.728973  577.731538  577.733036  577.735239
  577.736436  577.739745  577.743507  577.74581   577.747329  577.749773
  577.751835  577.756241  577.758443  577.760234  577.761773  577.763935
  577.765343  577.76651   577.768904  577.77164   577.772676  577.77513
  577.779335  577.783237  577.784565  577.786908  577.79404   577.795599
  577.796906  577.799109  577.800769  577.803535  577.804702  577.805738
  577.808896  577.811994  577.813945  577.816128  577.819538  577.820674
  577.822796  577.824235  577.826307  577.829535  577.830571  577.832231
  577.834665  577.836637  577.838638  577.839906  577.84241   577.844744
  577.847137  577.848898  577.850266  577.852267  577.853675  577.857729
  577.85974   577.861139  577.863341  577.864397  577.867334  577.868471
  577.870533  577.872233  577.874144  577.87516   577.878741  577.880732
  577.882331  577.883911  577.885238  577.889875  577.891595  577.894804
  577.897731  577.900205  577.902408  577.905103  577.907407  577.911199
  577.9184    577.919708  577.920794  577.923802  577.924838  577.926437
  577.928378  577.930209  577.931768  577.932904  577.936797  577.941907
  577.947237  577.949259  577.952106  577.954912  577.961369  577.963311
  577.964508  577.968269  577.969305  577.971076  577.975169  577.977272
  577.984041  577.989261  577.995407  577.996573  577.999108  578.000737
  578.004097  578.007034  578.009267  578.017102  578.018269  578.020904
  578.022031  578.023338  578.024334  578.026577  578.027704  578.029675
  578.031405  578.032904  578.034996  578.036203  578.03734   578.038526
  578.040538  578.04771   578.049671  578.051371  578.052739  578.053946
  578.056933  578.05806   578.059307  578.061067  578.062194  578.067665
  578.070572  578.075571  578.076678  578.080459  578.083075  578.084302
  578.085509  578.087168  578.091664  578.092871  578.09434   578.095798
  578.097146  578.098162  578.099268  578.100345  578.101471  578.102527
  578.105474  578.108633  578.110131  578.112294  578.113813  578.115834
  578.118842  578.120461  578.122644  578.124575  578.126034  578.128729
  578.129997  578.131163  578.132974  578.134835  578.137067  578.138103
  578.140175  578.141242  578.142801  578.144541  578.147166  578.150304
  578.152165  578.156309  578.157425  578.158904  578.160131  578.161539
  578.162605  578.163933  578.166438  578.169334  578.170773  578.171809
  578.172965  578.174132  578.175299  578.177562  578.17887   578.182611
  578.184231  578.187037  578.188264  578.192971  578.197196  578.199197
  578.205504  578.209045  578.211911  578.213038  578.218067  578.219163
  578.221467  578.222694]"
3,3,72,588.4526291,"[ 587.95356   587.954938  587.956467  587.961396  587.963538  587.965902
  587.973838  587.976171  587.981432  587.9829    587.983966  587.986773
  587.988141  587.990203  587.991269  587.992707  587.994336  587.996077
  588.002474  588.004435  588.008006  588.009333  588.01047   588.012763
  588.014443  588.017642  588.019603  588.021031  588.023546  588.026171
  588.027599  588.028867  588.032296  588.033503  588.034167  588.037235
  588.038462  588.04156   588.043079  588.045533  588.047635  588.049637
  588.05181   588.059404  588.060671  588.062471  588.065398  588.067078
  588.068768  588.070297  588.074994  588.077136  588.07947   588.081562
  588.084408  588.085535  588.087335  588.090474  588.093964  588.096066
  588.097102  588.098933  588.102443  588.108428  588.110339  588.111405
  588.113608  588.115438  588.116766  588.118003  588.11917   588.120568
  588.122036  588.128172  588.13133   588.135273  588.137164  588.139307
  588.141097  588.142938  588.145271  588.152604  588.154303  588.156204
  588.157472  588.160801  588.164472  588.166635  588.167832  588.169773
  588.173102  588.175969  588.1813    588.182406  588.183905  588.186168
  588.189196  588.190171  588.191207  588.192545  588.193601  588.196599
  588.20027   588.203659  588.204907  588.206134  588.208377  588.214442
  588.216433  588.218043  588.219169  588.220235  588.221302  588.223112
  588.22444   588.226502  588.233895  588.235605  588.239205  588.241106
  588.242605  588.243701  588.246236  588.247302  588.248539  588.25214
  588.256435  588.262068  588.265236  588.266906  588.268032  588.271342
  588.272398  588.273564  588.275244  588.27801   588.279137  588.280766
  588.281893  588.284427  588.287214  588.292001  588.293369  588.295461
  588.297765  588.299243  588.301466  588.305399  588.30733   588.309241
  588.310529  588.312208  588.313536  588.316473  588.318364  588.319712
  588.323333  588.3263    588.327406  588.329499  588.332134  588.33324
  588.335835  588.337938  588.341367  588.342635  588.345069  588.34697
  588.34876   588.350611  588.354162  588.355268  588.357742  588.358798
  588.360468  588.361564  588.363707  588.365266  588.367378  588.37124
  588.373836  588.375837  588.3781    588.38667   588.389094  588.390733
  588.392876  588.396074  588.397774  588.400772  588.404674  588.410397
  588.411433  588.415437  588.416704  588.419701  588.421572  588.42457
  588.427034  588.430504  588.43163   588.434105  588.435241  588.436408
  588.438279  588.442001  588.4453    588.448106  588.449172  588.453467
  588.456706  588.45737   588.459271  588.463213  588.468404  588.469299
  588.471441  588.472507  588.476038  588.477969  588.479538  588.481208
  588.483742  588.486066  588.487333  588.489767  588.490904  588.493076
  588.494867  588.499262  588.500701  588.511403  588.512942  588.516512
  588.518403  588.519711  588.521501  588.52307   588.525736  588.530041
  588.531932  588.536669  588.540602  588.544464  588.546597  588.548095
  588.549302  588.552269  588.553376  588.556102  588.558606  588.564601
  588.567799  588.57314   588.576037  588.579135  588.581237  588.584707
  588.58681   588.58864   588.589837  588.594142  588.596345  588.598175
  588.599372  588.600871  588.602913  588.604512  588.606031  588.608626
  588.611473  588.613434  588.615335  588.618805  588.619932  588.621571
  588.626309  588.62827   588.632836  588.642502  588.644142  588.647873
  588.650479  588.652671  588.655377  588.657338  588.659239  588.66107
  588.6628    588.663937  588.665063  588.666169  588.670605  588.676801
  588.679406  588.681498  588.683208  588.686367  588.688127  588.689897
  588.692904  588.694232  588.69557   588.696606  588.697934  588.699
  588.701635  588.710667  588.713836  588.716139  588.717799  588.720434
  588.722003  588.727374  588.729235  588.73521   588.74051   588.741536
  588.744373  588.746807  588.754542  588.755638  588.760536  588.761934
  588.765676  588.767336  588.76983   588.77677   588.779074  588.782031
  588.784234  588.786477  588.787764  588.790339  588.792371  588.793437
  588.7957    588.796967  588.798778  588.800236  588.802409  588.803908
  588.805507  588.807167  588.80954   588.811371  588.813674  588.816068
  588.817104  588.818331  588.822465  588.823944  588.827243  588.831538
  588.833539  588.835098  588.839232  588.841274  588.842914  588.844674
  588.846444  588.847802  588.850005  588.8526    588.854028  588.855235
  588.856502  588.857669  588.859077  588.860838  588.862175  588.864609
  588.867908  588.870966  588.87337   588.876699  588.878671  588.880672
  588.8837    588.886798  588.888709  588.893839  588.895237  588.896504
  588.899602  588.905637  588.907075  588.909238  588.910777  588.91643
  588.91996   588.921901  588.923541  588.924698  588.927504  588.9286
  588.930914  588.932342  588.935772  588.938709  588.943336  588.945398
  588.946745  588.94926   588.950507  588.951674]"
4,4,54,609.062155568,"[ 608.565971  608.567399  608.568838  608.572177  608.575235  608.577236
  608.579499  608.582366  608.583674  608.585394  608.587073  608.591026
  608.592062  608.593561  608.59516   608.596267  608.60037   608.609141
  608.610167  608.617369  608.620175  608.621432  608.6227    608.628906
  608.630907  608.632134  608.634699  608.635765  608.637697  608.639467
  608.641066  608.643269  608.646236  608.650742  608.655711  608.657894
  608.661837  608.665437  608.666644  608.669742  608.672498  608.676763
  608.67803   608.681561  608.685262  608.687234  608.689145  608.690171
  608.691368  608.693772  608.696005  608.698539  608.702241  608.703468
  608.708537  608.71246   608.714572  608.71774   608.72453   608.737998
  608.746004  608.748428  608.756173  608.758507  608.761333  608.763928
  608.766111  608.768213  608.770265  608.771975  608.773504  608.774841
  608.775877  608.778332  608.782637  608.78674   608.7902    608.796597
  608.798277  608.803809  608.807611  608.815004  608.820204  608.821803
  608.824067  608.825173  608.826601  608.828744  608.830836  608.831872
  608.83323   608.834366  608.835493  608.837836  608.841397  608.84364
  608.846074  608.847442  608.849605  608.850701  608.85401   608.855026
  608.856897  608.859301  608.862801  608.867036  608.869862  608.871874
  608.873272  608.875495  608.879437  608.880564  608.882807  608.884597
  608.886197  608.887192  608.890039  608.896174  608.897271  608.899665
  608.901676  608.906705  608.914209  608.918574  608.921873  608.924338
  608.926701  608.92821   608.932364  608.934275  608.935734  608.937142
  608.940511  608.944042  608.946496  608.94893   608.950278  608.953396
  608.955971  608.957198  608.960708  608.963826  608.968373  608.977395
  608.98344   608.984768  608.987473  608.990239  608.992     608.994474
  608.996305  609.00071   609.004039  609.006695  609.013032  609.015878
  609.01797   609.019469  609.024236  609.026329  609.03684   609.039304
  609.04044   609.042201  609.046968  609.049141  609.052239  609.059531
  609.061573  609.069197  609.073401  609.075272  609.077073  609.08013
  609.081398  609.082645  609.087543  609.092603  609.094111  609.095379
  609.09727   609.099573  609.101967  609.107439  609.108475  609.110104
  609.113232  609.115536  609.119378  609.122938  609.124206  609.12846
  609.137996  609.139867  609.142944  609.148597  609.15074   609.154099
  609.155769  609.156845  609.159028  609.162739  609.163765  609.167104
  609.169498  609.171993  609.174105  609.175966  609.181095  609.182232
  609.183067  609.184938  609.1871    609.194704  609.196143  609.197842
  609.203375  609.219639  609.221007  609.227575  609.230773  609.232463
  609.233771  609.237432  609.24057   609.251433  609.255376  609.258936
  609.262276  609.263402  609.266098  609.27163   609.274597  609.279375
  609.283076  609.284032  609.285339  609.286506  609.288277  609.289936
  609.292803  609.295539  609.298476  609.308262  609.309409  609.323873
  609.325532  609.3268    609.330169  609.331769  609.33547   609.336808
  609.340097  609.341777  609.343738  609.345307  609.348536  609.350336
  609.353997  609.358795  609.360736  609.365071  609.367435  609.37006
  609.373903  609.37513   609.37854   609.380078  609.381346  609.384072
  609.385369  609.390469  609.391967  609.396403  609.399541  609.404138
  609.405536  609.4063    609.410535  609.414367  609.416731  609.417867
  609.420935  609.423007  609.425773  609.429032  609.430199  609.431738
  609.434202  609.435972  609.440006  609.441102  609.442168  609.443496
  609.446574  609.447026  609.448103  609.44931   609.456733  609.458473
  609.460806  609.462778  609.464045  609.46664   609.469305  609.471277
  609.473228  609.475411  609.479273  609.481436  609.482995  609.485861
  609.487209  609.490227  609.493365  609.495708  609.499933  609.501733
  609.510565  609.511611  609.516338  609.52194   609.523369  609.525008
  609.527794  609.532039  609.534795  609.538064  609.545437  609.548364
  609.551904  609.55807   609.559196  609.560605]"
5,5,0,629.97155563,"[ 629.47497   629.476097  629.478239  629.481237  629.482333  629.487111
  629.48877   629.4905    629.491868  629.496706  629.499704  629.501806
  629.502802  629.503838  629.505206  629.506936  629.509299  629.511371
  629.513806  629.516099  629.517507  629.519066  629.520434  629.525634
  629.527736  629.531931  629.533097  629.535109  629.536296  629.539263
  629.540299  629.541939  629.543508  629.544443  629.551031  629.552731
  629.555668  629.557368  629.559339  629.561311  629.564529  629.566239
  629.570474  629.572174  629.575171  629.5785    629.580371  629.582695
  629.585833  629.587995  629.589735  629.591838  629.599834  629.605607
  629.612236  629.617104  629.620966  629.625372  629.628762  629.632101
  629.636406  629.637774  629.640811  629.64231   629.643909  629.6458
  629.648436  629.65087   629.652429  629.654843  629.657166  629.661863
  629.663342  629.66467   629.6682    629.669427  629.67167   629.674376
  629.676237  629.67847   629.680039  629.681568  629.6837    629.687834
  629.689936  629.691103  629.692803  629.695468  629.696665  629.698305
  629.703465  629.704541  629.706663  629.70783   629.709178  629.711773
  629.713432  629.717073  629.719668  629.722495  629.724768  629.726035
  629.733529  629.737562  629.739574  629.741304  629.752438  629.758071
  629.760002  629.762265  629.76474   629.765836  629.767707  629.769397
  629.7717    629.774697  629.779736  629.788035  629.789533  629.791666
  629.792772  629.795075  629.799441  629.80098   629.804339  629.81494
  629.817334  629.820473  629.821669  629.823007  629.829304  629.830571
  629.831999  629.833669  629.839111  629.84073   629.842138  629.843244
  629.85277   629.857336  629.860867  629.864809  629.866268  629.86841
  629.871277  629.873369  629.875139  629.876769  629.880038  629.881396
  629.884071  629.885429  629.886636  629.888064  629.889643  629.89087
  629.89417   629.896443  629.897871  629.902407  629.906803  629.907829
  629.90974   629.912043  629.918279  629.9236    629.924767  629.929605
  629.934775  629.936062  629.937893  629.940538  629.944773  629.94953
  629.950798  629.953473  629.954499  629.955937  629.956973  629.960705
  629.963531  629.965674  629.971367  629.973801  629.975833  629.978367
  629.979474  629.981465  629.982964  629.98567   629.987309  629.989261
  629.992037  629.995336  629.998011  629.999671  630.002035  630.00464
  630.005505  630.006842  630.009498  630.010574  630.011741  630.01326
  630.01507   630.016498  630.017705  630.018973  630.020632  630.023107
  630.024133  630.029101  630.030278  630.031304  630.032873  630.033899
  630.036142  630.037369  630.039904  630.041141  630.042328  630.049932
  630.050968  630.052467  630.055836  630.058331  630.059498  630.063501
  630.064839  630.068339  630.069908  630.071105  630.073207  630.075872
  630.07714   630.078407  630.079936  630.081103  630.082541  630.083869
  630.0858    630.087631  630.088807  630.091413  630.092569  630.09444
  630.096633  630.09787   630.099409  630.102034  630.103231  630.104267
  630.105373  630.106832  630.1082    630.110342  630.113309  630.1151
  630.116267  630.118007  630.119546  630.120873  630.125068  630.129664
  630.131374  630.134241  630.136433  630.139903  630.141945  630.143565
  630.148242  630.15134   630.152436  630.166176  630.168902  630.170541
  630.173076  630.175631  630.177501  630.179865  630.181967  630.183939
  630.188012  630.190104  630.191673  630.193665  630.195164  630.196039
  630.199298  630.200776  630.202265  630.203663  630.206399  630.213098
  630.214405  630.216065  630.218268  630.219827  630.220973  630.22207
  630.225308  630.227833  630.22897   630.230529  630.233496  630.234743
  630.23593   630.237569  630.238636  630.246672  630.250665  630.252073
  630.25484   630.256167  630.257535  630.258994  630.260673  630.264938
  630.267905  630.269907  630.274302  630.2773    630.290738  630.294198
  630.29634   630.298372  630.301138  630.303572  630.304869  630.310241
  630.31367   630.315602  630.31697   630.318569  630.321305  630.323699
  630.324735  630.327299  630.328939  630.330267  630.331635  630.333173
  630.335034  630.33781   630.340073  630.3412    630.343875  630.345666
  630.347808  630.352063  630.35323   630.355664  630.358611  630.360401
  630.362745  630.366527  630.376002  630.37748   630.379371  630.381534
  630.383706  630.384833  630.391964  630.395374  630.397174  630.399105
  630.400634  630.402334  630.403431  630.407504  630.414565  630.418367
  630.419665  630.420872  630.424774  630.426001  630.428013  630.429099
  630.43273   630.435164  630.438132  630.440274  630.441501  630.442738
  630.451429  630.453963  630.457202  630.459868  630.461195  630.463026
  630.464997  630.467995  630.469835  630.471032]"
